name,category,subcategory,weight,description,isReal,realContext,llmResponse
 Steven Harris. ,Investment advisors (simulated),Income Fund Manager,10%," Steven Harris, a 63-year-old income fund manager at Harris Wealth Management, manages portfolios that focus on generating stable dividend income for conservative investors. He has a low risk tolerance and focuses on sectors like utilities and healthcare. As a Dividend-Seeking Retiree and Income Fund Manager, Steven’s main goal is to provide consistent income streams while preserving his clients’ capital.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Karen Brooks. ,Investment advisors (simulated),Income Fund Manager,10%," Karen Brooks, a 62-year-old senior portfolio manager at Brooks Financial, specializes in managing income-focused portfolios for retirees. She emphasizes stability by investing in dividend-paying stocks from companies with strong financials. Karen has a low risk tolerance and focuses on reliable, income-producing assets. As a Dividend-Seeking Retiree and Income Fund Manager, her goal is to provide sustainable income for her clients while preserving capital.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 William Taylor. ,Investment advisors (simulated),Income Fund Manager,10%," William Taylor, a 58-year-old income fund manager at Taylor Capital, builds income-generating portfolios that prioritize stable dividend income. He has a low risk tolerance and invests in sectors like utilities, telecommunications, and healthcare. William’s priority is to provide consistent income streams for his clients while minimizing risk. As a Dividend-Seeking Retiree and Income Fund Manager, William emphasizes long-term stability and financial security.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
 Susan White. ,Investment advisors (simulated),Income Fund Manager,10%," Susan White, a 60-year-old portfolio manager at White Financial Group, manages income-focused portfolios for conservative investors. She has a conservative risk profile and invests in dividend-paying stocks in sectors like consumer goods and utilities. As a Dividend-Seeking Retiree and Income Fund Manager, Susan’s primary focus is on providing reliable income and preserving capital for her clients.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 Richard Johnson. ,Investment advisors (simulated),Income Fund Manager,10%," Richard Johnson, a 64-year-old senior fund manager at Johnson Investment Partners, focuses on managing income-generating portfolios for retirees. He has a low risk tolerance and emphasizes stability by investing in dividend-paying stocks from stable sectors like healthcare and utilities. As a Dividend-Seeking Retiree and Income Fund Manager, Richard’s goal is to provide consistent income streams for his clients while preserving their capital.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Linda Davis. ,Investment advisors (simulated),Income Fund Manager,10%," Linda Davis, a 61-year-old income fund manager at Davis Wealth Partners, manages portfolios that prioritize dividend income for conservative investors. She focuses on low-risk, dividend-paying stocks in sectors like telecommunications and consumer staples. Linda has a low risk tolerance and aims to provide consistent income for her clients while minimizing risk. As a Dividend-Seeking Retiree and Income Fund Manager, Linda emphasizes financial security and income reliability.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 Thomas Brooks. ,Investment advisors (simulated),Income Fund Manager,10%," Thomas Brooks, a 60-year-old income fund manager at Brooks Investment Group, specializes in creating income-generating portfolios for retirees. He focuses on stable dividend-paying stocks in sectors like utilities and healthcare. Thomas has a low risk tolerance and prioritizes providing steady income streams for his clients. As a Dividend-Seeking Retiree and Income Fund Manager, Thomas’s main goal is to ensure long-term financial stability and income security.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
 Patricia Green. ,Investment advisors (simulated),Income Fund Manager,10%," Patricia Green, a 58-year-old portfolio manager at Green Wealth Management, focuses on managing income-focused portfolios for conservative investors. She has a low risk tolerance and invests in dividend-paying stocks from stable sectors like consumer goods and healthcare. As a Dividend-Seeking Retiree and Income Fund Manager, Patricia’s goal is to provide reliable income while preserving capital for her clients.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 George Adams. ,Investment advisors (simulated),Income Fund Manager,10%," George Adams, a 63-year-old income fund manager at Adams Capital, manages portfolios that focus on generating stable dividend income for conservative investors. He invests in sectors like telecommunications and utilities, with a low risk tolerance. George’s main goal is to provide consistent income streams while minimizing risk. As a Dividend-Seeking Retiree and Income Fund Manager, George focuses on long-term financial security and income reliability.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Nancy Baker. ,Investment advisors (simulated),Income Fund Manager,10%," Nancy Baker, a 61-year-old senior portfolio manager at Baker Financial Partners, specializes in managing income-focused portfolios for retirees. She emphasizes stability by investing in dividend-paying stocks from companies with strong financials. Nancy has a low risk tolerance and focuses on reliable, income-producing assets. As a Dividend-Seeking Retiree and Income Fund Manager, Nancy’s goal is to provide sustainable income for her clients while preserving capital.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 Steven Clark. ,Investment advisors (simulated),Income Fund Manager,10%," Steven Clark, a 59-year-old income fund manager at Clark Investment Partners, builds income-generating portfolios that prioritize stable dividend income. He has a low risk tolerance and invests in sectors like utilities, telecommunications, and healthcare. Steven’s priority is to provide consistent income streams for his clients while minimizing risk. As a Dividend-Seeking Retiree and Income Fund Manager, Steven emphasizes long-term stability and financial security.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
 Barbara Wilson. ,Investment advisors (simulated),Income Fund Manager,10%," Barbara Wilson, a 62-year-old portfolio manager at Wilson Wealth Group, manages income-focused portfolios for conservative investors. She has a conservative risk profile and invests in dividend-paying stocks in sectors like consumer goods and utilities. As a Dividend-Seeking Retiree and Income Fund Manager, Barbara’s primary focus is on providing reliable income and preserving capital for her clients.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 Michael Scott. ,Investment advisors (simulated),Income Fund Manager,10%," Michael Scott, a 64-year-old senior fund manager at Scott Wealth Management, focuses on managing income-generating portfolios for retirees. He has a low risk tolerance and emphasizes stability by investing in dividend-paying stocks from stable sectors like healthcare and utilities. As a Dividend-Seeking Retiree and Income Fund Manager, Michael’s goal is to provide consistent income streams for his clients while preserving their capital.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Laura Thompson. ,Investment advisors (simulated),Income Fund Manager,10%," Laura Thompson, a 60-year-old income fund manager at Thompson Financial Partners, manages portfolios that prioritize dividend income for conservative investors. She focuses on low-risk, dividend-paying stocks in sectors like telecommunications and consumer staples. Laura has a low risk tolerance and aims to provide consistent income for her clients while minimizing risk. As a Dividend-Seeking Retiree and Income Fund Manager, Laura emphasizes financial security and income reliability.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
